name,wikipedia
Satureja,"Satureja is a genus of aromatic plants of the family Lamiaceae, related to rosemary and thyme."
Saturn,"Saturn is the sixth planet from the Sun and the second-largest in the Solar System, after Jupiter."
Saturnalia,"Saturnalia is an ancient Roman festival and holiday in honour of the god Saturn, held on 17 December of the Julian calendar and later expanded with festivities through 19 December."
Saturnia,Saturnia (Italian: [saˈturnja]) is a spa town in Tuscany in north-central Italy that has been inhabited since ancient times.
Saturniidae,"Saturniidae, members of which are commonly named the saturniids, is a family of Lepidoptera with an estimated 2,300 described species."
Satyagraha,"Satyāgraha (Sanskrit: सत्याग्रह; satya: ""truth"", āgraha: ""insistence"" or ""holding firmly to""), or ""holding firmly to truth"", or ""truth force"", is a particular form of nonviolent resistance or civil resistance."
Saul,"Saul (; Hebrew: שָׁאוּל‎, Šāʾūl; Greek: Σαούλ, Saoúl; transl. ""asked/prayed for"") was, according to the Hebrew Bible, the first monarch of the United Kingdom of Israel."
Sauria,"Sauria is the clade containing the most recent common ancestor of Archosauria (which includes crocodilians and birds) and Lepidosauria (which includes squamates and the tuatara), and all its descendants."
Saurischia,"Saurischia ( saw-RIS-kee-ə, meaning ""reptile-hipped"" from the Greek  sauros (σαῦρος) meaning 'lizard' and ischion (ἴσχιον) meaning 'hip joint') is one of the two basic divisions of dinosaurs (the other being Ornithischia), classified by their hip structure."
Sauropoda,"Sauropoda (), whose members are known as sauropods (; from sauro- + -pod, 'lizard-footed'), is a clade of saurischian ('lizard-hipped') dinosaurs."
Sauropodomorpha,"Sauropodomorpha ( SOR-ə-POD-ə-MOR-fə; from Greek, meaning ""lizard-footed forms"") is an extinct clade of long-necked, herbivorous, saurischian dinosaurs that includes the sauropods and their ancestral relatives."
Sauropterygia,"Sauropterygia (""lizard flippers"") is an extinct taxon of diverse, aquatic reptiles that developed from terrestrial ancestors soon after the end-Permian extinction and flourished during the Triassic before all except for the Plesiosauria became extinct at the end of that period."
Saurosuchus,"Saurosuchus (meaning ""lizard crocodile"") is an extinct genus of large loricatan pseudosuchian archosaurs that lived in South America during the Late Triassic period."
Saururaceae,Saururaceae is a plant family comprising four genera and seven species of herbaceous flowering plants native to eastern and southern Asia and North America.
Saururus,Saururus is a genus of plants in the family Saururaceae containing two species.
Saussurea,"Saussurea is a genus of about 300 species of flowering plants in the tribe Cardueae within the family Asteraceae, native to cool temperate and arctic regions of East Asia, Europe, and North America, with the highest diversity in alpine habitats in the Himalayas and East Asia."
Savoy,Savoy (; Arpitan: Savouè [saˈvwɛ]; French: Savoie [savwa] ; Italian: Savoia) is a cultural-historical region in the Western Alps.
Sawan,"Sāwaṇ or Sāuṇ (Shahmukhi: ساؤݨ; Gurmukhi: ਸਾਵਣ, ਸਾਉਣ, Punjabi pronunciation: [saːʋəɳᵊ, saːʊɳᵊ]) is the fifth month in the Punjabi calendar and the Nanakshahi calendar."
Saxicola,"Saxicola (Latin: saxum, rock + incola, dwelling in), the stonechats or chats, is a genus of 15 species of small passerine birds restricted to the Old World."
Saxifraga,"Saxifraga is the largest genus in the family Saxifragaceae, containing about 465 species of holarctic perennial plants, known as saxifrages or rockfoils."
Saxifragaceae,"Saxifragaceae is a family of herbaceous perennial flowering plants, within the core eudicot order Saxifragales."
Saxony,"Saxony (German: Sachsen [ˈzaksn̩] ; Upper Saxon: Saggsn; Upper Sorbian: Sakska), officially the Free State of Saxony (German: Freistaat Sachsen [ˈfʁaɪʃtaːt ˈzaksn̩]; Upper Saxon: Freischdaad Saggsn; Upper Sorbian: Swobodny stat Sakska [ˈswɔbɔdnɨ ˈstat ˈsakska]), is a landlocked state of Germany, bordering the states of Brandenburg, Saxony-Anhalt, Thuringia, Bavaria, as well as the countries of Poland and the Czech Republic."
Sazerac,"The Sazerac is a local variation of a cognac or whiskey cocktail originally from New Orleans, named for the Sazerac de Forge et Fils brand of cognac brandy that served as its original main ingredient."
Scandinavia,"Scandinavia is a subregion of Northern Europe, with strong historical, cultural, and linguistic ties between its constituent peoples."
Scaphiopus,"Scaphiopus is a genus of North American amphibian commonly referred to as the North American spadefoots, southern spadefoots, or eastern spadefoot toads."
Scaphosepalum,"Scaphosepalum (from Greek ""boatlike sepals"") is a genus of plants belonging to the family Orchidaceae."
Scarabaeidae,"The family Scarabaeidae, as currently defined, consists of over 35,000 species of beetles worldwide; they are often called scarabs or scarab beetles."
Scaramouche,Scaramouche (French: [skaʁamuʃ]) or Scaramouch (English: ; from Italian Scaramuccia [skaraˈmuttʃa]; lit. 'little skirmisher') is a stock clown character of the 16th-century commedia dell'arte (comic theatrical arts of Italian literature).
Scardinius,Scardinius is a genus of ray-finned fish in the family Cyprinidae commonly called rudds.
Scartella,Scartella is a genus of combtooth blennies found in the Atlantic and Indian oceans.
Sceliphron,"Sceliphron, also known as black mud daubers or black mud-dauber wasps, is a genus of Hymenoptera of the Sphecidae family of wasps."
Schadenfreude,"Schadenfreude (; German: [ˈʃaːdn̩ˌfʁɔʏ̯də] ; lit.Tooltip literal translation 'harm-joy') is the experience of pleasure, joy, or self-satisfaction that comes from learning of or witnessing the troubles, failures, pain, or humiliation of another."
Scheele,Scheele is a surname of Germanic origin.
Schefflera,"Schefflera  is a genus of flowering plants in the family Araliaceae with 13 species native to New Zealand and some Pacific islands.The genus is named in honor of Johann Peter Ernst von Scheffler (born in 1739), physician and botanist of Gdańsk, and later of Warsaw, who contributed plants to Gottfried Reyger for Reygers book, 'Tentamen Florae Gedanensis'."
Scheldt,"The Scheldt ( SHELT, SKELT; French: Escaut [ɛsko]; Dutch: Schelde [ˈsxɛldə] ) is a 435-kilometre-long (270 mi) river that flows through northern France, western Belgium, and the southwestern part of the Netherlands, with its mouth at the North Sea."
Schinus,"Schinus is a genus of flowering trees and tall shrubs in the sumac family, Anacardiaceae."
Schistosoma,"Schistosoma is a genus of trematodes, commonly known as blood flukes."
Schistosomatidae,Schistosomatidae is a family of digenetic trematodes with complex parasitic life cycles.
Schizachyrium,Schizachyrium is a widespread genus of plants in the grass family.
Schizaea,Schizaea is a small genus of specialized ferns in the family Schizaeaceae.
Schizaeaceae,Schizaeaceae is a family of ferns in the order Schizaeales.
Schizopoda,Schizopoda is a former taxonomical classification of a division of the class Malacostraca.
Schizosaccharomyces,Schizosaccharomyces is a genus of fission yeasts.
Schizosaccharomycetaceae,The Schizosaccharomycetaceae are a family of yeasts in the order Schizosaccharomycetales.
Schleiden,"Schleiden is a town in North Rhine-Westphalia, Germany."
Schlesinger,"Schlesinger is a German surname (in part also Jewish) meaning ""Silesian""  and may refer to:

Adam Schlesinger (1967–2020), American composer and musician
Adolf Martin Schlesinger (1769–1838), German founder of A.M. Schlesingers Musikhandlung
Alan Schlesinger (born 1960), American politician and Republican candidate for the U.S. Senate in Connecticut in 2006
Alice Schlesinger (born 1988), Israeli Olympic judoka
Arthur Meier Schlesinger, Sr."
Schlumbergera,Schlumbergera is a small genus of cacti with six to nine species found in the coastal mountains of south-eastern Brazil.
Schnabel,"Schnabel is a German surname meaning ""beak""."
Scholasticism,Scholasticism was a medieval school of philosophy that employed a critical organic method of philosophical analysis predicated upon the Aristotelian 10 Categories.
Schomburgkia,Schomburgkia was a genus of plants belonging to the family Orchidaceae.
Schulz,"Schulz is a common German and Jewish-Ashkenazi family name from Germany, particularly Northern Germany."
Schutzstaffel,"The Schutzstaffel (SS; also stylised as ᛋᛋ with Armanen runes; German pronunciation: [ˈʃʊtsˌʃtafl̩] ; lit. 'Protection Squadron') was a major paramilitary organisation under Adolf Hitler and the Nazi Party in Nazi Germany, and later throughout German-occupied Europe during World War II.
It began with a small guard unit known as the Saal-Schutz (""Hall Security"") made up of party volunteers to provide security for party meetings in Munich."
Schweitzer,Schweitzer is a surname.
Sciadopityaceae,"Sciadopityaceae, commonly called umbrella pines, is a family of conifers now endemic to Japan."
Sciadopitys,"Sciadopitys, commonly called umbrella pines, is a genus of a unique conifers now endemic to Japan."
Sciaena,"Sciaena is a genus of marine ray-finned fishes belonging to the family Sciaenidae, the drums and croakers."
Sciaenidae,Sciaenidae is a family of ray-finned fishes belonging to the order Acanthuriformes.
Sciaridae,"The Sciaridae are a family of flies, commonly known as dark-winged fungus gnats."
Scientology,"Scientology is a set of beliefs and practices invented by the American author L. Ron Hubbard, and an associated movement."
Scincella,"Scincella is a genus of lizards in the skink family, Scincidae, commonly referred to as ground skinks."
Scincus,"Scincus is a genus of skinks, lizards in the family Scincidae."
Scindapsus,Scindapsus is a genus of flowering plants in the family Araceae.
Scirpus,"Scirpus is a genus of grass-like species in the sedge family Cyperaceae many with the common names club-rush, wood club-rush or bulrush (see also bulrush for other plant genera so-named)."
Sciuromorpha,"Sciuromorpha (, ""squirrel-like"") is a rodent clade that includes several different rodent families."
Sciurus,"The genus Sciurus ( or ) contains most of the common, bushy-tailed squirrels in North America, Europe, temperate Asia, Central America and South America."
Scleranthus,"Scleranthus, the knawels, are a genus of herbaceous plants in the family Caryophyllaceae."
Scleroderma,"Scleroderma is a group of autoimmune diseases that may result in changes to the skin, blood vessels, muscles, and internal organs."
Sclerodermataceae,"The Sclerodermataceae are a family of fungi in the order Boletales, containing several genera of unusual fungi that little resemble boletes."
Scleropages,Scleropages is a genus of fish in the family Osteoglossidae found in Asia and Australia.
Sclerotiniaceae,The Sclerotiniaceae are a family of fungi in the order Helotiales.
Sclerotium,"A sclerotium (; pl.: sclerotia (), is a compact mass of hardened fungal mycelium containing food reserves."
Scolymus,"Scolymus is a genus of annual, biennial or perennial, herbaceous plants that is assigned to the family Asteraceae, and can be found in Macaronesia, around the Mediterranean, and in the Middle East."
Scolytus,Scolytus is a genus of bark beetles (subfamily Scolytinae).
Scomber,"Scomber is a genus of fish in the family Scombridae living in the open ocean found in Atlantic, Indian and Pacific Ocean."
Scomberesocidae,Sauries are fish of the family Scomberesocidae.
Scomberesox,Scomberesox is a genus of sauries.
Scomberomorus,"Scomberomorus is a genus of ray-finned bony fish in the mackerel family, Scombridae."
Scombridae,"The mackerel, tuna, and bonito family, Scombridae, includes many of the most important and familiar food fishes."
